"","Gene","Transcript","Region","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"43","ENSG00000003987.13","ENST00000180173.9","CDS",33.8582059248396,-0.749957254962015,0.336966377088969,-2.22561450029777,0.026040014092115,0.160978926294967
"44","ENSG00000003989.17","ENST00000470360.5","CDS",87.3332323155658,1.06842806828146,0.218147780190044,4.89772606143721,9.69520663196383e-07,3.85733415610234e-05
"45","ENSG00000004059.10","ENST00000000233.9","CDS",27.6039398454425,-0.78985326519164,0.385941970743587,-2.04655965162287,0.0407013398970769,0.215298086108438
"46","ENSG00000004139.13","ENST00000585482.5","CDS",0,NA,NA,NA,NA,NA
"47","ENSG00000004142.11","ENST00000540200.5","CDS",31.6883113949999,0.695829603050449,0.355373413505022,1.95802380427824,0.0502272195474512,0.245376645901906
"48","ENSG00000004399.12","ENST00000324093.8","CDS",9.20434856998472,0.499573454617855,0.647786166945187,0.771201177347966,0.440587696462402,0.752590911514879
"49","ENSG00000004455.16","ENST00000373449.6","CDS",282.853165183989,-0.408159404656139,0.140604234706567,-2.90289553161713,0.00369729948201351,0.0390950229613114
"50","ENSG00000004468.12","ENST00000226279.7","CDS",0,NA,NA,NA,NA,NA
"51","ENSG00000004478.7","ENST00000001008.5","CDS",164.60780711551,0.22409967393273,0.160734830425349,1.39421974278817,0.16325125786688,0.475974939175606
"52","ENSG00000004487.16","ENST00000400181.8","CDS",164.032523560912,-0.460631252572784,0.165251530250648,-2.78745529239042,0.00531237838845394,0.0511478992673649
"53","ENSG00000004534.14","ENST00000266022.8","CDS",145.23788690492,0.400132339120471,0.172012010979142,2.32618836814244,0.0200085039253988,0.134804332662085
"54","ENSG00000004660.14","ENST00000348335.6","CDS",8.55439826354745,0.689728197796911,0.664262807875341,1.03833631752321,0.299113506282396,0.638637628260074
"55","ENSG00000004700.15","ENST00000444129.6","CDS",101.266071867795,0.106606644950169,0.209881145539855,0.507938169843489,0.611496705216713,0.849762681549455
"56","ENSG00000004766.16","ENST00000305866.9","CDS",55.0174982947633,0.569368594396371,0.281648057937526,2.02156051976991,0.0432217741840987,0.223429039955718
"57","ENSG00000004776.12","ENST00000004982.5","CDS",5.68608933698648,1.43562786836429,0.842058730229389,1.70490230292275,0.0882126468121997,0.34391466569765
"58","ENSG00000004777.18","ENST00000378944.9","CDS",0.139214560958916,0.904701869121888,4.0804728567969,0.221714958259044,0.824535784900797,NA
"59","ENSG00000004779.9","ENST00000570319.5","CDS",29.0197781014204,0.533653017164327,0.361525745860275,1.47611345326033,0.139913437911136,0.440053799643606
"60","ENSG00000004799.7","ENST00000005178.5","CDS",14.0983000659646,3.96116120940169,0.782212928672601,5.06404466635919,4.10453412616874e-07,1.79354108718271e-05
"61","ENSG00000004809.13","ENST00000330550.8","CDS",0,NA,NA,NA,NA,NA
"62","ENSG00000004838.13","ENST00000231749.7","CDS",81.5986178567898,-0.366350889714887,0.238804328714802,-1.53410489536147,0.12500384919554,0.415393031532141
"63","ENSG00000004846.16","ENST00000404938.6","CDS",0.358414312642026,-1.97699844305425,3.38238087938367,-0.584499059554316,0.558884597799356,NA
"64","ENSG00000004848.7","ENST00000379044.4","CDS",0.326081082253365,-1.86528290922292,3.50676423866422,-0.531909983755692,0.594788342203651,NA
"65","ENSG00000004864.13","ENST00000416240.6","CDS",63.3912852892797,-0.207471949901422,0.261372500260437,-0.793778801116003,0.427324215876584,0.742840888700793
"66","ENSG00000004866.20","ENST00000323984.7","CDS",16.666325407558,0.0320408107353401,0.471328233466974,0.0679798248020404,0.945801694601552,0.983907043168264
"67","ENSG00000004897.11","ENST00000066544.7","CDS",89.5637415312659,-0.446378089946085,0.21491651460245,-2.07698366396733,0.0378030669946469,0.205933063409837
"68","ENSG00000004939.14","ENST00000262418.11","CDS",0.179207156321013,-1.0188514825206,4.0804728567969,-0.249689562527903,0.802827430491918,NA
"69","ENSG00000004948.14","ENST00000649521.1","CDS",0,NA,NA,NA,NA,NA
"70","ENSG00000004961.14","ENST00000321143.8","CDS",80.2442323419278,-0.578508613138167,0.236089248090127,-2.45038102250773,0.0142705115675577,0.104151306765366
"71","ENSG00000004975.11","ENST00000005340.9","CDS",20.6884738500172,-0.320801161358408,0.419663814724973,-0.764424165492194,0.44461451245834,0.75499808777604
"72","ENSG00000005001.9","ENST00000161006.7","CDS",0.179207156321013,-1.0188514825206,4.0804728567969,-0.249689562527903,0.802827430491918,NA
"73","ENSG00000005007.12","ENST00000262803.9","CDS",32.5564706947159,1.09897409306798,0.363492061325105,3.02337852733753,0.00249969359928542,0.029480238815102
"74","ENSG00000005020.12","ENST00000345317.6","CDS",26.7279800573164,2.68965995516504,0.449117929874406,5.98876102745931,2.11445573525506e-09,1.43180860218431e-07
"75","ENSG00000005022.5","ENST00000317881.8","CDS",202.167533209798,-0.162909704344398,0.150669544941491,-1.08123844409074,0.279591061147258,0.620505428386743
"76","ENSG00000005059.15","ENST00000394650.6","CDS",7.9978176724539,0.938728726171988,0.696563668433117,1.34765674512368,0.177768810331315,0.499858171192441
"77","ENSG00000005073.5","ENST00000006015.3","CDS",119.058576953448,0.520783220705027,0.197849248126966,2.63222238969958,0.00848283163882435,0.0724619494628062
"78","ENSG00000005075.15","ENST00000292614.9","CDS",3.62241632361562,-0.940971355446938,1.05239496784523,-0.894123769304573,0.371255673000275,0.704022488209905
"79","ENSG00000005100.12","ENST00000225296.7","CDS",20.1719261633397,0.438036957140983,0.426286141155756,1.02756555949337,0.304154231794844,0.644020919466201
"80","ENSG00000005102.12","ENST00000318579.8","CDS",0.31842171727993,-0.0570670033055372,3.31235110859813,-0.0172285489776141,0.986254286776166,NA
"81","ENSG00000005108.15","ENST00000423059.8","CDS",0.163040541126683,-1.0188514825206,4.0804728567969,-0.249689562527903,0.802827430491918,NA
"82","ENSG00000005156.11","ENST00000378526.8","CDS",29.7353267476126,0.0255063746604525,0.365395408323019,0.0698048581877749,0.944348980338295,0.983890598250733
"83","ENSG00000005175.9","ENST00000005386.7","CDS",101.773456576993,-0.0291044493357659,0.19962084692797,-0.145798646702806,0.884080344263128,0.963928505021378
"84","ENSG00000005187.11","ENST00000289416.9","CDS",0,NA,NA,NA,NA,NA
"85","ENSG00000005189.19","ENST00000261377.10","CDS",7.96401088591921,-0.508601845383242,0.698291217166229,-0.728352058396532,0.466398102533783,0.769384635746866
"86","ENSG00000005194.14","ENST00000394391.8","CDS",19.0198675586138,0.358578604383657,0.43000019835961,0.833903346443985,0.404335451333686,0.72506664150946
"87","ENSG00000005206.16","ENST00000613503.4","CDS",0.884883981728056,-0.615401309516538,2.06248170443184,-0.298379039287558,0.765413885089815,NA
"88","ENSG00000005238.19","ENST00000378561.5","CDS",0.561366965962999,-0.958772739252508,2.56956800862958,-0.373126041432873,0.709054637725135,NA
"89","ENSG00000005243.9","ENST00000621465.4","CDS",0.16813583961181,-1.0188514825206,4.0804728567969,-0.249689562527903,0.802827430491918,NA
"90","ENSG00000005249.12","ENST00000265717.4","CDS",0.342247697447696,-1.92188563229681,3.17962126429906,-0.604438539229761,0.545552119595488,NA
"91","ENSG00000005339.14","ENST00000262367.9","CDS",42.8408950284774,0.0632419637515938,0.30841910771053,0.205052028783347,0.837531475469434,0.948787872443492
"92","ENSG00000005379.16","ENST00000268893.10","CDS",1.10213907777214,-0.622558096837095,1.93745240779401,-0.321328201060661,0.747961687294743,NA
"93","ENSG00000005381.7","ENST00000225275.3","CDS",0,NA,NA,NA,NA,NA
"94","ENSG00000005421.8","ENST00000222381.7","CDS",1.3805323844778,0.738512191373099,1.77518213436978,0.416020518162371,0.677394989159487,NA
"95","ENSG00000005436.13","ENST00000321027.7","CDS",78.346430792377,0.468957336186921,0.231751583700098,2.02353454806929,0.0430180654006882,0.223165762923408
"96","ENSG00000005448.16","ENST00000348227.4","CDS",22.4748695671999,0.726759398768733,0.406401404930006,1.78827974006119,0.0737308868455104,0.311270981831273
"97","ENSG00000005469.11","ENST00000331536.7","CDS",8.72192982662073,2.06864232722627,0.725115001462453,2.85284723534076,0.00433294455534268,0.0436066516519477
"98","ENSG00000005471.17","ENST00000649586.1","CDS",0.783681545280036,0.342611195672411,2.23572018293123,0.153244220045112,0.8782056869234,NA
"99","ENSG00000005483.20","ENST00000311117.7","CDS",219.145154406744,0.111876003268427,0.150236234663458,0.744667247012937,0.456472904005471,0.764402284977404
"100","ENSG00000005486.16","ENST00000006777.10","CDS",5.16181972645607,1.25773472774191,0.848810529837562,1.48176145739215,0.138403777912856,0.437684231186421
"101","ENSG00000005513.9","ENST00000293894.3","CDS",0.179207156321013,-1.0188514825206,4.0804728567969,-0.249689562527903,0.802827430491918,NA
"102","ENSG00000005700.14","ENST00000306270.11","CDS",81.18543100627,-0.13344320135997,0.234767148406319,-0.568406620201459,0.569758896207019,0.82714363108079
"103","ENSG00000005801.17","ENST00000620374.4","CDS",44.092808209448,0.712469848147643,0.294628927610651,2.41819380712394,0.0155977666808832,0.111842331214608
"104","ENSG00000005810.17","ENST00000357337.10","CDS",264.110694332999,0.0804533268163955,0.138244305757032,0.581964851107824,0.56059035659353,0.821731667642711
"105","ENSG00000005812.10","ENST00000355619.9","CDS",49.8820979177092,0.589899146420181,0.283073808626021,2.08390578161725,0.0371687383478861,0.203328819583752
"106","ENSG00000005844.17","ENST00000356798.10","CDS",0.179207156321013,-1.0188514825206,4.0804728567969,-0.249689562527903,0.802827430491918,NA
"107","ENSG00000005882.11","ENST00000503176.5","CDS",2.26569989097074,1.20348762643214,1.30274521009836,0.923808905304881,0.35558581782561,NA
"108","ENSG00000005884.17","ENST00000320031.12","CDS",25.6686664703129,-0.90568608027054,0.399795277818734,-2.26537463176635,0.0234896997179644,0.150020099697805
"109","ENSG00000005889.15","ENST00000379177.5","CDS",85.5823354590828,0.235947592965715,0.226634811016885,1.04109157771061,0.297833048051729,0.637101028520697
"110","ENSG00000005893.15","ENST00000371335.4","CDS",31.6586149750474,-0.144688670860914,0.363382227144787,-0.398172117546254,0.690503317383549,0.889630421138349
"111","ENSG00000005961.18","ENST00000262407.5","CDS",1.82045426825777,0.738880691211027,1.37333134535863,0.538020699598958,0.590562758085917,NA
"112","ENSG00000005981.12","ENST00000325885.5","CDS",0,NA,NA,NA,NA,NA
"113","ENSG00000006007.11","ENST00000353258.7","CDS",38.2258490964834,0.990686617714382,0.334193959446033,2.96440611720381,0.00303267764014305,0.0341345031898525
"114","ENSG00000006015.17","ENST00000450195.6","CDS",5.50735035490609,-0.486176295275774,0.850430358577043,-0.571682666749167,0.567536979350304,0.825986853209567
"115","ENSG00000006016.10","ENST00000392386.7","CDS",23.225033520478,0.548649907600382,0.416093278822578,1.31857430899365,0.187311467280928,0.511827833497459
"116","ENSG00000006025.11","ENST00000007414.7","CDS",3.52431691528769,-0.200413162396738,0.990339479524612,-0.202368143995371,0.839628930569492,0.949585866062721
"117","ENSG00000006042.11","ENST00000579849.5","CDS",0,NA,NA,NA,NA,NA
"118","ENSG00000006047.12","ENST00000007699.9","CDS",0.998989038914709,0.873461594879919,1.95563760643765,0.446637757427358,0.655136629169849,NA
"119","ENSG00000006059.3","ENST00000007735.3","CDS",0,NA,NA,NA,NA,NA
"120","ENSG00000006062.15","ENST00000376926.8","CDS",38.2579509321929,1.45676767333783,0.323667933740576,4.50080938356237,6.76951935988423e-06,0.0002204405587733
"121","ENSG00000006071.13","ENST00000302539.9","CDS",0,NA,NA,NA,NA,NA
"122","ENSG00000006116.3","ENST00000005284.3","CDS",0.16813583961181,-1.0188514825206,4.0804728567969,-0.249689562527903,0.802827430491918,NA
"123","ENSG00000006118.14","ENST00000005286.8","CDS",21.8533723429915,-1.25531381294513,0.424589382140911,-2.95653604575661,0.00311115864293241,0.0347288178209431
"124","ENSG00000006125.17","ENST00000621914.4","CDS",94.7052909000976,-0.153759087308613,0.249509061633255,-0.616246505446039,0.537731839189333,0.80969331778604
"125","ENSG00000006128.11","ENST00000319273.9","CDS",0,NA,NA,NA,NA,NA
"126","ENSG00000006194.9","ENST00000219069.5","CDS",15.6528027409569,-0.479933620507167,0.489246478659065,-0.980964894877888,0.326610053421146,0.659742383172524
"127","ENSG00000006210.6","ENST00000006053.6","CDS",0.179207156321013,-1.0188514825206,4.0804728567969,-0.249689562527903,0.802827430491918,NA
"128","ENSG00000006282.20","ENST00000619622.4","CDS",7.26184157425818,0.472464337427739,0.769997793469207,0.61359180693111,0.539485098948887,0.811091771320743
"129","ENSG00000006283.17","ENST00000354983.8","CDS",1.17466794511997,2.44237751248641,1.90291522784108,1.28349254698927,0.199319569041706,NA
"130","ENSG00000006327.13","ENST00000326577.8","CDS",4.04456226631552,-1.95386549448982,1.05411397967559,-1.85356188435251,0.0638018648995099,0.287516116614142
"131","ENSG00000006377.10","ENST00000518156.2","CDS",0,NA,NA,NA,NA,NA
"132","ENSG00000006432.15","ENST00000555993.6","CDS",3.73343234004567,0.780709173166377,1.00490287739189,0.776900127097476,0.437217696267501,0.750218315881053
"133","ENSG00000006451.7","ENST00000005257.6","CDS",7.63153112218997,-1.19769448240065,0.707853696794319,-1.69200851507125,0.090644350087858,0.34909170608224
"134","ENSG00000006453.13","ENST00000005260.8","CDS",52.6923241800635,0.355364428851067,0.280375249098185,1.26746005574344,0.204990837626481,0.53593232286647
"135","ENSG00000006459.10","ENST00000397560.6","CDS",11.791081914918,0.673233773652041,0.578836617487434,1.16308083025977,0.244796708980905,0.58164181164541
"136","ENSG00000006468.13","ENST00000430479.5","CDS",2.20056613293629,-0.699814761083418,1.27325534646726,-0.549626406851621,0.58257564284748,NA
"137","ENSG00000006530.16","ENST00000355413.8","CDS",15.7530232381284,0.200959426238706,0.478664437594522,0.419833625511448,0.674606998723196,0.88196606085471
"138","ENSG00000006534.15","ENST00000342456.10","CDS",20.0093700007253,0.44566854040917,0.440258546710633,1.01228821959041,0.311400265812812,0.64866109920837
"139","ENSG00000006555.10","ENST00000371276.8","CDS",0,NA,NA,NA,NA,NA
"140","ENSG00000006576.16","ENST00000307305.12","CDS",22.6152309663102,-0.0613995833315369,0.418603609585864,-0.146677147366888,0.883386857246421,0.963789011453762
"141","ENSG00000006606.8","ENST00000394905.2","CDS",0,NA,NA,NA,NA,NA
"142","ENSG00000006607.13","ENST00000264042.7","CDS",15.3133697663206,-0.246846763097969,0.475208857426963,-0.51944899435278,0.603447672783358,0.844317881005894
"143","ENSG00000006611.15","ENST00000318024.8","CDS",12.0460673553977,-0.174179879374024,0.553325417968838,-0.314787417526215,0.752923065791531,0.914380175097452
"144","ENSG00000006625.17","ENST00000275428.8","CDS",2.87289046001022,-0.43835299984991,1.13866107163003,-0.384972324751908,0.700257919939173,NA
"145","ENSG00000006634.7","ENST00000265728.5","CDS",65.0327706500058,-0.341855194722571,0.254483812810264,-1.34332785628864,0.179165835929022,0.501251340544745
"146","ENSG00000006638.11","ENST00000375190.8","CDS",0.163040541126683,-1.0188514825206,4.0804728567969,-0.249689562527903,0.802827430491918,NA
"147","ENSG00000006652.13","ENST00000535603.5","CDS",112.039162682047,-0.0154798562270946,0.203490828611684,-0.0760715179780134,0.939362199824156,0.983146242635251
"148","ENSG00000006659.12","ENST00000392052.7","CDS",0,NA,NA,NA,NA,NA
"149","ENSG00000006695.10","ENST00000261643.7","CDS",22.6953064373032,0.354483764001403,0.405096113555524,0.875060885897184,0.381540777962173,0.711620603173897
"150","ENSG00000006704.10","ENST00000476977.5","CDS",46.3261155231051,-0.0971386734975491,0.280546804086338,-0.346247656657157,0.729156602274113,0.904537792002253
"151","ENSG00000006712.14","ENST00000221265.7","CDS",95.2952104920383,-0.120563849401465,0.220252904772521,-0.547388237744171,0.584112034415016,0.83649040563461
"152","ENSG00000006715.15","ENST00000310301.8","CDS",58.5794093851493,-0.197155872025586,0.261326513993642,-0.754442666427576,0.450583459993328,0.759264317473926
"153","ENSG00000006740.16","ENST00000379672.9","CDS",4.70529915515541,-0.605525588002638,0.866043414943938,-0.699186181147553,0.484435685457255,0.780547570721783
"154","ENSG00000006744.18","ENST00000338034.8","CDS",59.5271678931012,0.456400221931163,0.259153942568898,1.7611162593439,0.0782187275979966,0.321716206632951
"155","ENSG00000006747.14","ENST00000297029.9","CDS",0.831369320827743,-3.21068513993505,2.3130061815505,-1.38810054445371,0.165106430825537,NA
"156","ENSG00000006756.15","ENST00000381154.5","CDS",0,NA,NA,NA,NA,NA
"157","ENSG00000006757.11","ENST00000381042.8","CDS",2.26951166585137,1.20553133276123,1.318356322241,0.914419957960996,0.360496218739311,NA
"158","ENSG00000006788.13","ENST00000418404.8","CDS",0.179207156321013,-1.0188514825206,4.0804728567969,-0.249689562527903,0.802827430491918,NA
"159","ENSG00000006831.9","ENST00000357103.4","CDS",10.4462171546492,0.802456063950448,0.606488466643619,1.32311842365501,0.185795998767445,0.509909328994358
"160","ENSG00000006837.11","ENST00000521118.5","CDS",2.63564101806525,2.7305886835854,1.43463025021504,1.90333968154938,0.0569962361585001,NA
"161","ENSG00000007001.12","ENST00000005756.4","CDS",0,NA,NA,NA,NA,NA
"162","ENSG00000007038.10","ENST00000005995.7","CDS",31.564846467849,0.729360549594696,0.356151906466649,2.0478917460547,0.0405706078095528,0.215169658714272
"163","ENSG00000007047.14","ENST00000262891.8","CDS",8.91918959845598,0.951919811724856,0.652844706839569,1.45811063757124,0.144810049754379,0.448284213968672
"164","ENSG00000007062.11","ENST00000505450.5","CDS",0,NA,NA,NA,NA,NA
"165","ENSG00000007080.10","ENST00000597436.5","CDS",22.5893808590081,-0.993463777239125,0.443560095258716,-2.2397501214794,0.0251071496589078,0.156907445850665
"166","ENSG00000007129.17","ENST00000187608.13","CDS",0,NA,NA,NA,NA,NA
"167","ENSG00000007168.12","ENST00000397195.9","CDS",128.888909279996,-0.16420215553755,0.191895896124483,-0.85568351827093,0.392172859198065,0.717985191605563
"168","ENSG00000007171.17","ENST00000313735.10","CDS",0.16813583961181,-1.0188514825206,4.0804728567969,-0.249689562527903,0.802827430491918,NA
"169","ENSG00000007174.17","ENST00000262442.8","CDS",0.669576488093383,-1.57127313440234,2.38789398199678,-0.658016288096855,0.510527664903709,NA
"170","ENSG00000007202.14","ENST00000528896.6","CDS",111.873349665395,-0.704074611871806,0.207742022172569,-3.38917761803116,0.000701025859592889,0.010977012885662
"171","ENSG00000007216.14","ENST00000444914.7","CDS",0,NA,NA,NA,NA,NA
"172","ENSG00000007237.18","ENST00000432992.6","CDS",0.449093212805775,0.726116942013016,2.92620843025701,0.248142591110381,0.804024082952668,NA
"173","ENSG00000007255.10","ENST00000585934.1","CDS",1.85729916754414,-0.184572597208767,1.45490207910783,-0.126862556497239,0.899049182718413,NA
"174","ENSG00000007264.14","ENST00000395040.6","CDS",15.6133902041801,-0.619284289815011,0.492760547540993,-1.25676516292833,0.208838684254162,0.540464577701546
"175","ENSG00000007306.14","ENST00000006724.7","CDS",0,NA,NA,NA,NA,NA
"176","ENSG00000007312.12","ENST00000006750.7","CDS",0.163040541126683,-1.0188514825206,4.0804728567969,-0.249689562527903,0.802827430491918,NA
"177","ENSG00000007314.12","ENST00000435607.3","CDS",0.35833382947422,1.89610767979376,3.13049966002466,0.605688511647634,0.544721614191841,NA
"178","ENSG00000007341.18","ENST00000358039.8","CDS",12.0470649977483,-0.0843006815569878,0.557596133480226,-0.151185914849923,0.879829060899848,0.961960238205832
"179","ENSG00000007350.16","ENST00000369915.7","CDS",0,NA,NA,NA,NA,NA
"180","ENSG00000007372.22","ENST00000638914.2","CDS",10.2302156605382,1.02149995929059,0.600194476626168,1.70194828355082,0.0887650634249746,0.345366352176699
"181","ENSG00000007376.7","ENST00000561734.5","CDS",3.47970932775313,-0.763280711656144,1.08837104065464,-0.701305605482707,0.48311231625823,0.780112766566055
"182","ENSG00000007384.15","ENST00000262316.10","CDS",16.8614062452339,-0.309647721432784,0.515101675391138,-0.601139029877267,0.547747389441229,0.814529604924396
"183","ENSG00000007392.16","ENST00000293872.12","CDS",28.5600595306055,-0.040387091584929,0.362435326488973,-0.111432547086874,0.911273351927643,0.973019304909312
"184","ENSG00000007402.11","ENST00000266039.7","CDS",2.93333172342509,0.952364477047405,1.11234816078239,0.856174811650289,0.391901092834344,0.717899231046967
"185","ENSG00000007516.13","ENST00000628027.2","CDS",24.4838340186793,0.172317969146598,0.386640044818424,0.445680605141464,0.655827976341289,0.874711163865724
"186","ENSG00000007520.3","ENST00000007390.2","CDS",4.68043736093585,0.211248190043492,0.93955215211033,0.224839238108291,0.822104339883298,0.943213485658782
"187","ENSG00000007541.16","ENST00000321878.9","CDS",2.46928794491722,-1.10611318214281,1.28411600064433,-0.861381044693622,0.389028212417937,NA
"188","ENSG00000007545.15","ENST00000397412.7","CDS",8.91226240566001,0.273792521586013,0.664752827036698,0.411871165417244,0.680433856406851,0.884706797762048
"189","ENSG00000007866.20","ENST00000338863.11","CDS",9.60808750090189,0.17028269958536,0.606173176554886,0.280914276928487,0.778776149997439,0.925068091743009
"190","ENSG00000007908.15","ENST00000333360.11","CDS",0.179207156321013,-1.0188514825206,4.0804728567969,-0.249689562527903,0.802827430491918,NA
"191","ENSG00000007923.15","ENST00000377577.9","CDS",114.273289118133,-0.0305074354764258,0.191448208839843,-0.159350853483027,0.87339245728788,0.960153356311923
"192","ENSG00000007933.12","ENST00000367755.8","CDS",0,NA,NA,NA,NA,NA
