"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000003509.15:ENST00000002125.8:CDS",20.6153170002926,0.905348961147734,0.432916893872907,2.09127657978051,0.0365032779968911,NA
"ENSG00000003756.16:ENST00000347869.7:CDS",79.0397679960936,-0.243889542969587,0.246288837409909,-0.99025820875378,0.322047927696798,0.81213953321103
"ENSG00000003987.13:ENST00000180173.9:CDS",46.7547491894203,0.507363979572495,0.316835109088086,1.60135024503057,0.109299366208058,0.65085052456925
"ENSG00000003989.17:ENST00000470360.5:CDS",49.4419886601518,-0.114174291566844,0.284447706751716,-0.401389390235101,0.688133459546394,0.948067833282328
"ENSG00000004059.10:ENST00000000233.9:CDS",35.7665034779039,0.281358864425477,0.335351184034373,0.838997677123569,0.401470613106986,NA
"ENSG00000004139.13:ENST00000585482.5:CDS",0.175214818177335,1.16356692628901,4.0804728567969,0.285154923736556,0.775525452875901,NA
"ENSG00000004142.11:ENST00000540200.5:CDS",19.8058538913878,-0.346469480488392,0.441410448138157,-0.784914543708196,0.432503674292751,NA
"ENSG00000004399.12:ENST00000324093.8:CDS",8.24916875846563,0.500145144090899,0.642215491708029,0.778780877366752,0.436108804130302,NA
"ENSG00000004455.16:ENST00000373449.6:CDS",308.454955646685,0.132403402799986,0.180844441531935,0.732139742191661,0.464083278837959,0.879393289503441
"ENSG00000004468.12:ENST00000226279.7:CDS",0,NA,NA,NA,NA,NA
"ENSG00000004478.7:ENST00000001008.5:CDS",167.232924129857,0.495784641174569,0.192244031310174,2.57893385711753,0.00991057607945604,0.236705921564955
"ENSG00000004487.16:ENST00000400181.8:CDS",179.55998852473,0.0990089301111471,0.18449802634262,0.536639508149989,0.591516648261639,0.923095314356356
"ENSG00000004534.14:ENST00000266022.8:CDS",109.29538915735,-0.129990373209708,0.220790009513778,-0.588751155434851,0.55602821618328,0.910104635872734
"ENSG00000004660.14:ENST00000348335.6:CDS",6.21016411778046,0.119133126961675,0.809234040232237,0.147217147374924,0.882960626414772,NA
"ENSG00000004700.15:ENST00000444129.6:CDS",90.5914745130069,0.045033961299434,0.24282798312596,0.185456225924645,0.852871211286182,0.977665258417422
"ENSG00000004766.16:ENST00000305866.9:CDS",37.4430254035603,-0.216050566480136,0.324818070340026,-0.665143310081147,0.505958835540978,NA
"ENSG00000004776.12:ENST00000004982.5:CDS",3.03316942149028,0.202760499871755,1.0656395713903,0.190271181096646,0.849096635261532,NA
"ENSG00000004777.18:ENST00000378944.9:CDS",0,NA,NA,NA,NA,NA
"ENSG00000004779.9:ENST00000570319.5:CDS",22.2438096266458,0.0777334781073382,0.414280089106167,0.187635081075348,0.851162723925507,NA
"ENSG00000004799.7:ENST00000005178.5:CDS",1.13747022725622,-1.13710368396344,1.74341784270137,-0.652226710150871,0.514254931526597,NA
"ENSG00000004809.13:ENST00000330550.8:CDS",0,NA,NA,NA,NA,NA
"ENSG00000004838.13:ENST00000231749.7:CDS",96.3864742740444,0.374977059844045,0.253690829075795,1.47808677676722,0.139384552960387,0.703126512368915
"ENSG00000004846.16:ENST00000404938.6:CDS",0.328602181272686,-1.72097566712786,3.32123126115284,-0.518173993861087,0.604336877741362,NA
"ENSG00000004848.7:ENST00000379044.4:CDS",0.664230720518804,0.268200824720373,2.44527828532554,0.109681105144508,0.912662285906094,NA
"ENSG00000004864.13:ENST00000416240.6:CDS",55.4291459279358,-0.337816981544644,0.324073206182317,-1.04240947755056,0.297221874300392,0.795980438840953
"ENSG00000004866.20:ENST00000323984.7:CDS",18.1235959225411,0.475253672134749,0.44191257083275,1.07544727962631,0.282174523764603,NA
"ENSG00000004897.11:ENST00000066544.7:CDS",87.0386892416974,-0.241583936813193,0.251430165758583,-0.960839110471554,0.336633070231106,0.818114719158146
"ENSG00000004939.14:ENST00000262418.11:CDS",0.164301090636343,-0.759986425353481,4.0804728567969,-0.186249597050391,0.852249031507618,NA
"ENSG00000004948.14:ENST00000649521.1:CDS",0,NA,NA,NA,NA,NA
"ENSG00000004961.14:ENST00000321143.8:CDS",83.5372460795905,-0.168568204967537,0.236524065012746,-0.712689446456338,0.476037948425813,0.884033378111461
"ENSG00000004975.11:ENST00000005340.9:CDS",23.8396269605631,0.324799657966928,0.389821958366646,0.833200005786844,0.404731939340677,NA
"ENSG00000005001.9:ENST00000161006.7:CDS",0.164301090636343,-0.759986425353481,4.0804728567969,-0.186249597050391,0.852249031507618,NA
"ENSG00000005007.12:ENST00000262803.9:CDS",23.5038227874273,0.580910554843411,0.400440787918669,1.45067778400585,0.146869604464708,NA
